ipv4,asn
194.104.107.0/24,39486
194.110.48.0/22,203020
194.110.48.0/24,207990
194.110.49.0/24,207990
194.110.50.0/24,207990
194.110.51.0/24,207990
194.116.208.0/24,203020
194.116.248.0/23,39486
194.116.250.0/23,39486
194.119.6.0/23,9583
194.124.239.0/24,207990
194.124.240.0/24,207990
194.124.247.0/24,207990
194.124.248.0/24,207990
194.124.252.0/24,207990
194.124.255.0/24,207990
194.126.131.0/24,204287
194.126.194.0/24,207990
194.150.167.0/24,203020
194.156.112.0/24,207990
194.156.113.0/24,207990
194.156.114.0/24,207990
194.156.115.0/24,207990
194.187.36.0/24,207990
194.187.37.0/24,207990
194.187.38.0/24,207990
194.187.39.0/24,207990
195.3.136.0/24,207990
195.3.137.0/24,207990
195.3.138.0/24,207990
195.3.139.0/24,207990
195.47.194.0/24,203020
195.66.216.0/24,203020
195.66.217.0/24,203020
195.66.218.0/24,203020
195.66.219.0/24,203020
195.66.220.0/24,203020
195.66.221.0/24,203020
195.66.222.0/24,203020
195.66.223.0/24,203020
195.95.200.0/24,147186
195.158.208.0/24,207990
195.158.209.0/24,207990
195.158.210.0/24,207990
195.158.211.0/24,207990
195.158.248.0/24,203020
195.158.249.0/24,207990
195.216.128.0/24,203020
195.216.129.0/24,203020
195.216.130.0/24,203020
195.216.131.0/24,203020
196.1.114.0/24,55847
196.15.16.0/20,38538
196.15.24.0/24,38538
198.240.65.0/24,203999
198.240.66.0/24,203999
198.240.67.0/24,203999
198.240.68.0/24,203999
198.240.69.0/24,203999
198.240.70.0/24,203999
198.240.71.0/24,203999
198.240.72.0/24,203999
198.240.73.0/24,203999
198.240.74.0/24,203999
198.240.75.0/24,203999
198.240.76.0/24,203999
198.240.77.0/24,203999
198.240.78.0/24,203999
198.240.79.0/24,203999
198.240.80.0/24,203999
198.240.81.0/24,203999
198.240.82.0/24,203999
198.240.83.0/24,203999
198.240.84.0/24,203999
198.240.85.0/24,203999
198.240.86.0/24,203999
198.240.87.0/24,203999
198.240.88.0/24,203999
198.240.89.0/24,203999
198.240.90.0/24,203999
198.240.91.0/24,203999
198.240.92.0/24,203999
198.240.93.0/24,203999
198.240.94.0/24,203999
198.240.95.0/24,203999
198.240.96.0/24,203999
198.240.97.0/24,203999
198.240.98.0/24,203999
198.240.99.0/24,203999
198.240.100.0/24,203999
198.240.101.0/24,203020
198.240.102.0/24,203999
198.240.103.0/24,203999
198.240.104.0/24,203999
198.240.105.0/24,203999
198.240.106.0/24,203999
198.240.107.0/24,203999
198.240.108.0/24,203999
198.240.109.0/24,203999
198.240.110.0/24,203999
198.240.111.0/24,203999
198.240.112.0/24,203999
198.240.113.0/24,203020
198.240.114.0/24,203999
198.240.115.0/24,203999
198.240.116.0/24,203020
198.240.117.0/24,203999
198.240.118.0/24,203999
198.240.119.0/24,203999
198.240.120.0/24,203999
198.240.121.0/24,203020
198.240.122.0/24,203999
198.240.123.0/24,203999
198.240.124.0/24,203999
198.240.125.0/24,203999
198.240.126.0/24,203020
198.240.127.0/24,203999
198.252.32.0/24,203999
198.252.33.0/24,203999
198.252.34.0/24,203999
198.252.35.0/24,203999
198.252.37.0/24,203999
198.252.38.0/24,203999
198.252.39.0/24,203999
198.252.40.0/24,203999
198.252.42.0/24,203999
198.252.43.0/24,203999
198.252.44.0/24,203999
198.252.45.0/24,203999
198.252.46.0/24,203999
198.252.47.0/24,203999
198.252.48.0/24,203999
198.252.49.0/24,203999
198.252.50.0/24,203999
198.252.51.0/24,203999
198.252.53.0/24,203999
198.252.54.0/24,203999
198.252.56.0/24,203999
198.252.57.0/24,203999
198.252.58.0/24,203999
198.252.59.0/24,203999
198.252.61.0/24,203999
198.252.62.0/24,203999
198.252.63.0/24,203999
199.34.19.0/24,46071
199.34.20.0/24,18229
199.34.21.0/24,18229
199.34.22.0/24,18229
199.49.34.0/24,133872
199.67.76.0/23,56201
199.67.78.0/23,56201
199.67.94.0/24,56201
199.67.95.0/24,56201
199.166.25.0/24,203999
199.166.26.0/24,203999
199.166.27.0/24,203999
199.166.28.0/24,203999
199.166.29.0/24,203999
199.166.30.0/24,203999
199.166.31.0/24,203999
199.244.56.0/24,203999
199.244.57.0/24,203999
199.244.58.0/24,203999
199.244.59.0/24,203999
199.244.60.0/24,203999
199.244.61.0/24,203999
199.244.63.0/24,203999
199.249.223.0/24,149181
200.229.16.0/24,147186
201.175.28.0/24,46071
202.0.97.0/24,134267
202.0.103.0/24,56110
202.0.112.0/24,9498
202.0.115.0/24,56283
202.0.148.0/24,133279
202.3.13.0/24,17439
202.3.15.0/24,45927
202.3.64.0/24,9653
202.3.66.0/24,55563
202.3.72.0/23,140641
202.3.77.0/24,55479
202.4.169.0/24,137085
202.4.172.0/24,45154
202.4.178.0/24,45526
202.4.180.0/24,131265
202.6.80.0/24,132781
202.8.124.0/24,45117
202.8.125.0/24,45117
202.8.126.0/24,45117
202.8.127.0/24,45117
202.9.64.0/24,133276
202.9.120.0/24,137120
202.9.121.0/24,134316
202.9.122.0/24,137120
202.9.123.0/24,137120
202.9.124.0/23,58659
202.9.126.0/23,58659
202.9.128.0/24,17908
202.9.166.0/24,17908
202.9.180.0/23,17908
202.9.188.0/22,17908
202.9.188.0/23,17908
202.9.190.0/24,17908
202.9.205.0/24,4797
202.9.207.0/24,4797
202.12.16.0/24,23984
202.12.103.0/24,56056
202.14.120.0/22,133661
202.14.120.0/24,133661
202.14.121.0/24,133696
202.14.122.0/24,133661
202.14.123.0/24,133661
202.14.160.0/24,131458
202.21.40.0/22,24186
202.21.40.0/24,24186
202.21.41.0/24,24186
202.21.42.0/24,24186
202.21.44.0/22,24186
202.21.44.0/24,24186
202.21.45.0/24,24186
202.21.46.0/24,24186
202.21.47.0/24,24186
202.38.180.0/22,56268
202.40.6.0/24,24127
202.40.13.0/24,18211
202.41.0.0/23,10225
202.41.2.0/24,24109
202.41.3.0/24,24109
202.41.10.0/24,138155
202.41.32.0/24,151121
202.41.64.0/24,55470
202.41.71.0/24,2697
202.41.76.0/24,2697
202.41.77.0/24,2697
202.41.78.0/24,2697
202.41.79.0/24,2697
202.41.80.0/24,2697
202.41.85.0/24,2697
202.41.88.0/24,2697
202.41.89.0/24,2697
202.41.90.0/24,2697
202.41.91.0/24,2697
202.41.95.0/24,2697
202.41.96.0/24,2697
202.41.97.0/24,2697
202.41.98.0/24,2697
202.41.99.0/24,2697
202.41.100.0/24,2697
202.41.101.0/24,2697
202.41.102.0/24,2697
202.41.103.0/24,2697
202.41.105.0/24,2697
202.41.107.0/24,2697
202.41.108.0/24,2697
202.41.109.0/24,2697
202.41.111.0/24,2697
202.41.112.0/24,2697
202.41.113.0/24,2697
202.41.114.0/24,2697
202.41.115.0/24,2697
202.41.116.0/24,2697
202.41.119.0/24,2697
202.41.120.0/24,2697
202.43.67.0/24,45154
202.43.120.0/22,24186
202.43.120.0/24,24186
202.43.122.0/24,24186
202.43.123.0/24,24186
202.47.112.0/24,56209
202.47.113.0/24,56209
202.47.114.0/24,56209
202.47.115.0/24,56209
202.47.116.0/24,56209
202.47.117.0/24,56209
202.47.118.0/24,56209
202.47.119.0/24,56209
202.47.166.0/24,151715
202.47.167.0/24,151715
202.52.44.0/24,38204
202.52.56.0/23,55448
202.52.56.0/24,55448
202.52.57.0/24,55448
202.52.128.0/24,55574
202.53.4.0/24,135247
202.53.5.0/24,135247
202.53.6.0/24,135247
202.53.7.0/24,135247
202.53.8.0/24,18209
202.53.9.0/24,18209
202.53.10.0/24,55577
202.53.11.0/24,55577
202.53.12.0/24,55577
202.53.13.0/24,55577
202.53.14.0/24,55577
202.53.15.0/24,55577
202.53.64.0/24,10225
202.53.65.0/24,10225
202.53.66.0/24,10225
202.53.67.0/24,10225
202.53.68.0/24,10225
202.53.69.0/24,10225
202.53.71.0/24,10225
202.53.72.0/24,10225
202.53.73.0/24,10225
202.53.74.0/24,10225
202.53.75.0/24,10225
202.53.76.0/24,10225
202.53.77.0/24,10225
202.53.78.0/24,10225
202.53.79.0/24,10225
202.53.80.0/24,10225
202.53.81.0/24,10225
202.53.82.0/24,10225
202.53.84.0/24,10225
202.53.85.0/24,10225
202.53.86.0/24,10225
202.53.87.0/24,10225
202.53.88.0/24,10225
202.53.89.0/24,10225
202.53.90.0/24,10225
202.53.91.0/24,10225
202.53.92.0/24,10225
202.53.93.0/24,10225
202.53.94.0/24,10225
202.53.95.0/24,10225
202.53.134.0/24,137093
202.53.135.0/24,137093
202.54.48.0/23,17908
202.54.131.0/24,17908
202.54.210.0/24,4797
202.56.58.0/24,45885
202.56.59.0/24,45885
202.56.117.0/24,45528
202.56.118.0/24,45528
202.56.119.0/24,45528
202.56.120.0/24,45528
202.56.121.0/24,45528
202.56.123.0/24,45528
202.56.124.0/24,45528
202.56.126.0/24,45528
202.56.127.0/24,45528
202.56.192.0/18,9498
202.56.193.0/24,9498
202.56.194.0/24,9498
202.56.195.0/24,9498
202.56.196.0/24,9498
202.56.197.0/24,9498
202.56.200.0/24,9498
202.56.202.0/24,9498
202.56.204.0/24,9498
202.56.207.0/24,9498
202.56.217.0/24,9498
202.56.218.0/24,9498
202.56.219.0/24,9498
202.56.222.0/24,9498
202.56.228.0/22,9498
202.56.228.0/24,9498
202.56.229.0/24,9498
202.56.230.0/24,9498
202.56.231.0/24,9498
202.56.232.0/22,9498
202.56.232.0/24,9498
202.56.234.0/24,9498
202.56.236.0/22,9498
202.56.241.0/24,9498
202.56.242.0/24,9498
202.56.243.0/24,9498
202.56.246.0/24,9498
202.56.248.0/24,9498
202.56.249.0/24,9498
202.56.250.0/24,9498
202.56.251.0/24,9498
202.56.252.0/24,9498
202.56.253.0/24,9498
202.56.254.0/24,9498
202.56.255.0/24,9498
202.58.125.0/24,45660
202.58.132.0/24,24109
202.58.133.0/24,24109
202.58.134.0/24,24109
202.58.232.0/24,55474
202.59.228.0/24,55574
202.59.231.0/24,55757
202.59.248.0/24,133296
202.61.102.0/24,55804
202.61.120.0/23,133000
202.61.120.0/24,133000
202.61.121.0/24,133000
202.62.64.0/24,17483
202.62.65.0/24,17483
202.62.66.0/24,17483
202.62.67.0/24,17483
202.62.68.0/24,17483
202.62.69.0/24,17483
202.62.70.0/24,17483
202.62.71.0/24,17483
202.62.72.0/24,17483
202.62.73.0/24,17483
202.62.74.0/24,17483
202.62.75.0/24,17483
202.62.76.0/24,17483
202.62.77.0/24,17483
202.62.78.0/24,17483
202.62.79.0/24,17483
202.62.80.0/24,17483
202.62.81.0/24,17483
202.62.82.0/24,17483
202.62.83.0/24,17483
202.62.84.0/24,17483
202.62.85.0/24,17483
202.62.86.0/24,17483
202.62.87.0/24,17483
202.62.88.0/24,17483
202.62.89.0/24,17483
202.62.90.0/24,17483
202.62.91.0/24,17483
202.62.92.0/24,17483
202.62.93.0/24,17483
202.62.94.0/24,17483
202.62.95.0/24,17483
202.62.116.0/23,9941
202.62.224.0/24,137125
202.62.225.0/24,137125
202.62.226.0/24,137125
202.62.227.0/24,137125
202.62.228.0/24,137125
202.62.229.0/24,137125
202.62.230.0/24,137125
202.62.231.0/24,137125
202.62.232.0/24,137125
202.62.233.0/24,137125
202.62.234.0/24,137125
202.62.235.0/24,137125
202.62.236.0/24,137125
202.62.237.0/24,137125
202.62.238.0/24,137125
202.62.239.0/24,137125
202.63.96.0/24,17771
202.63.97.0/24,17771
202.63.98.0/24,17771
202.63.99.0/24,17771
202.63.100.0/24,17771
202.63.101.0/24,17771
202.63.102.0/24,17771
202.63.103.0/24,17771
202.63.104.0/24,17771
202.63.105.0/24,17771
202.63.106.0/24,17771
202.63.107.0/24,17771
202.63.108.0/24,17771
202.63.109.0/24,17771
202.63.110.0/24,17771
202.63.111.0/24,17771
202.63.112.0/24,17771
202.63.113.0/24,17771
202.63.114.0/24,17771
202.63.115.0/24,17771
202.63.116.0/24,17771
202.63.117.0/24,17771
202.63.119.0/24,17771
202.63.120.0/24,17771
202.63.121.0/24,17771
202.63.122.0/24,17771
202.63.123.0/24,17771
202.63.124.0/24,17771
202.63.125.0/24,17771
202.63.126.0/24,17771
202.63.127.0/24,17771
202.65.128.0/24,18229
202.65.129.0/24,150008
202.65.130.0/24,18229
202.65.131.0/24,18229
202.65.132.0/24,18229
202.65.133.0/24,150008
202.65.134.0/24,150008
202.65.135.0/24,18229
202.65.136.0/24,18229
202.65.137.0/24,18229
202.65.138.0/24,18229
202.65.139.0/24,18229
202.65.140.0/24,18229
202.65.141.0/24,18229
202.65.142.0/24,150008
202.65.143.0/24,18229
202.65.144.0/24,150008
202.65.145.0/24,18229
202.65.147.0/24,150008
202.65.148.0/24,150008
202.65.149.0/24,18229
202.65.150.0/24,18229
202.65.151.0/24,18229
202.65.152.0/24,18229
202.65.153.0/24,18229
202.65.154.0/24,150008
202.65.155.0/24,150008
202.65.156.0/24,18229
202.65.157.0/24,18229
202.65.158.0/24,150008
202.65.159.0/24,150008
202.66.164.0/22,134337
202.66.164.0/23,134337
202.66.166.0/23,134337
202.66.172.0/24,133683
202.66.173.0/24,133683
202.66.174.0/24,133683
202.66.175.0/24,133683
202.66.176.0/22,132566
202.66.176.0/23,132566
202.66.178.0/23,132566
202.71.0.0/24,56209
202.71.1.0/24,56209
202.71.2.0/24,56209
202.71.3.0/24,56209
202.71.4.0/24,56209
202.71.5.0/24,56209
202.71.6.0/24,56209
202.71.7.0/24,56209
202.71.8.0/24,56209
202.71.9.0/24,56209
202.71.10.0/24,56209
202.71.11.0/24,56209
202.71.12.0/24,56209
202.71.13.0/24,56209
202.71.14.0/24,56209
202.71.15.0/24,56209
202.71.16.0/24,56209
202.71.17.0/24,56209
202.71.18.0/24,56209
202.71.19.0/24,56209
202.71.20.0/24,56209
202.71.21.0/24,56209
202.71.22.0/24,56209
202.71.23.0/24,56209
202.71.24.0/24,56209
202.71.25.0/24,56209
202.71.26.0/24,56209
202.71.27.0/24,56209
202.71.28.0/24,56209
202.71.29.0/24,56209
202.71.30.0/24,56209
202.71.31.0/24,56209
202.71.156.0/24,135722
202.71.157.0/24,135722
202.71.158.0/24,135722
202.71.159.0/24,135722
202.74.51.0/24,141690
202.74.53.0/24,131265
202.74.54.0/24,131265
202.77.137.0/24,24501
202.78.251.0/24,38874
202.81.131.0/24,4797
202.81.132.0/24,4797
202.81.133.0/24,4797
202.81.155.0/24,4797
202.83.27.0/24,131269
202.83.28.0/24,131269
202.83.30.0/24,131269
202.83.31.0/24,131269
202.83.32.0/21,17465
202.83.32.0/22,17465
202.83.32.0/24,17465
202.83.33.0/24,17465
202.83.34.0/24,17465
202.83.35.0/24,17465
202.83.36.0/22,17465
202.83.36.0/24,17465
202.83.37.0/24,17465
202.83.38.0/24,17465
202.83.39.0/24,17465
202.83.40.0/22,17465
202.83.40.0/24,17465
202.83.41.0/24,17465
202.83.42.0/24,17465
202.83.43.0/24,17465
202.83.44.0/23,17465
202.83.44.0/24,17465
202.83.45.0/24,17465
202.83.46.0/24,17465
202.83.47.0/24,17465
202.83.48.0/24,17465
202.83.49.0/24,17465
202.83.50.0/24,17465
202.83.51.0/24,17465
202.83.52.0/24,17465
202.83.53.0/24,17465
202.83.54.0/24,17465
202.83.55.0/24,17465
202.83.56.0/23,17465
202.83.56.0/24,17465
202.83.57.0/24,17465
202.83.58.0/24,17465
202.83.59.0/24,17465
202.83.60.0/24,17465
202.83.61.0/24,17465
202.83.62.0/24,17465
202.83.63.0/24,17465
202.86.251.0/24,37934
202.87.32.0/19,17439
202.87.32.0/20,17439
202.87.33.0/24,17439
202.87.34.0/24,17439
202.87.35.0/24,17439
202.87.36.0/24,17439
202.87.37.0/24,17439
202.87.38.0/24,17439
202.87.39.0/24,17439
202.87.40.0/24,17439
202.87.41.0/24,17439
202.87.42.0/24,17439
202.87.43.0/24,17439
202.87.45.0/24,17439
202.87.46.0/24,17439
202.87.47.0/24,17439
202.87.48.0/20,17439
202.87.48.0/24,17439
202.87.49.0/24,17439
202.87.50.0/24,17439
202.87.51.0/24,17439
202.87.54.0/24,17439
202.87.55.0/24,17439
202.87.56.0/21,17439
202.87.56.0/24,17439
202.87.57.0/24,17439
202.87.58.0/24,17439
202.87.59.0/24,17439
202.87.61.0/24,17439
202.87.63.0/24,17439
202.88.129.0/24,17488
202.88.130.0/24,17488
202.88.131.0/24,17488
202.88.132.0/22,17488
202.88.136.0/24,17488
202.88.137.0/24,17488
202.88.138.0/24,17488
202.88.140.0/24,17488
202.88.141.0/24,17488
202.88.142.0/24,17488
202.88.143.0/24,17488
202.88.144.0/24,17488
202.88.145.0/24,17488
202.88.146.0/24,17488
202.88.147.0/24,17488
202.88.148.0/24,17488
202.88.149.0/24,17488
202.88.150.0/24,17488
202.88.151.0/24,17488
202.88.152.0/24,17488
202.88.153.0/24,17488
202.88.154.0/24,17488
202.88.155.0/24,17488
202.88.156.0/24,17488
202.88.157.0/24,17488
202.88.158.0/24,17488
202.88.159.0/24,17488
202.88.160.0/24,17488
202.88.161.0/24,17488
202.88.162.0/24,17488
202.88.163.0/24,17488
202.88.164.0/24,17488
202.88.165.0/24,17488
202.88.166.0/24,17488
202.88.167.0/24,17488
202.88.168.0/24,17488
202.88.169.0/24,17488
202.88.170.0/24,17488
202.88.171.0/24,17488
202.88.172.0/24,17488
202.88.173.0/24,17488
202.88.174.0/24,17488
202.88.175.0/24,17488
202.88.176.0/24,17488
202.88.177.0/24,17488
202.88.178.0/24,17488
202.88.179.0/24,17488
202.88.180.0/24,17488
202.88.181.0/24,17488
202.88.182.0/24,17488
202.88.183.0/24,17488
202.88.184.0/24,17488
202.88.185.0/24,17488
202.88.186.0/24,17488
202.88.187.0/24,17488
202.88.188.0/24,17488
202.88.189.0/24,17488
202.88.190.0/24,17488
202.88.191.0/24,17488
202.88.208.0/24,17488
202.88.209.0/24,17488
202.88.210.0/24,17488
202.88.211.0/24,17488
202.88.214.0/24,17488
202.88.215.0/24,17488
202.88.216.0/24,17488
202.88.217.0/24,17488
202.88.218.0/24,17488
202.88.219.0/24,17488
202.88.220.0/23,17488
202.88.222.0/24,17488
202.88.223.0/24,17488
202.88.224.0/24,17465
202.88.225.0/24,17465
202.88.226.0/24,17465
202.88.227.0/24,17465
202.88.228.0/24,17465
202.88.229.0/24,17465
202.88.230.0/24,17465
202.88.231.0/24,17465
202.88.232.0/21,17465
202.88.232.0/24,17465
202.88.233.0/24,17465
202.88.234.0/24,17465
202.88.235.0/24,17465
202.88.236.0/22,17465
202.88.236.0/24,17465
202.88.237.0/24,17465
202.88.238.0/24,17465
202.88.239.0/24,17465
202.88.240.0/24,17465
202.88.241.0/24,17465
202.88.242.0/24,17465
202.88.243.0/24,17465
202.88.244.0/24,17465
202.88.245.0/24,17465
202.88.246.0/24,17465
202.88.247.0/24,17465
202.88.248.0/24,17465
202.88.249.0/24,17465
202.88.250.0/24,17465
202.88.251.0/24,17465
202.88.252.0/24,17465
202.88.253.0/24,17465
202.88.254.0/24,17465
202.88.255.0/24,17465
202.89.64.0/24,18002
202.89.65.0/24,18002
202.89.66.0/24,18002
202.89.67.0/24,18002
202.89.68.0/24,18002
202.89.69.0/24,18002
202.89.70.0/24,133594
202.89.71.0/24,18002
202.89.73.0/24,133647
202.89.74.0/24,18002
202.89.76.0/24,18002
202.89.77.0/24,18002
202.89.78.0/24,18002
202.89.79.0/24,133647
202.90.33.0/24,55764
202.91.64.0/24,9830
202.91.65.0/24,9498
202.91.91.0/24,9498
202.91.93.0/24,9830
202.91.132.0/23,38058
202.91.132.0/24,38058
202.91.133.0/24,38058
202.91.134.0/23,38058
202.91.134.0/24,38058
202.91.135.0/24,38058
202.92.228.0/24,9498
202.92.238.0/24,9498
202.92.239.0/24,9498
202.94.160.0/22,133001
202.94.160.0/24,133001
202.94.161.0/24,133001
202.94.162.0/24,133001
202.94.163.0/24,133001
202.94.172.0/24,132335
202.94.173.0/24,132335
202.122.16.0/23,45769
202.122.16.0/24,45769
202.122.17.0/24,45769
202.122.18.0/23,45769
202.122.18.0/24,45769
202.122.19.0/24,45769
202.122.20.0/23,45769
202.122.21.0/24,45769
202.122.22.0/23,45769
202.122.22.0/24,45769
202.122.23.0/24,45769
202.122.134.0/24,38615
202.123.34.0/24,9498
202.123.39.0/24,9498
202.123.43.0/24,9498
202.123.44.0/24,9498
202.123.45.0/24,9498
202.125.92.0/24,55459
202.125.106.0/24,131265
202.128.108.0/24,9583
202.129.196.0/24,45284
202.129.197.0/24,45284
202.129.198.0/24,45284
202.129.199.0/24,45284
202.129.202.0/23,45655
202.129.202.0/24,45655
202.129.203.0/24,45655
202.129.209.0/24,45340
202.129.210.0/24,45117
202.129.211.0/24,45117
202.129.213.0/24,45350
202.129.240.0/24,45469
202.129.241.0/24,45469
202.130.40.0/24,45760
202.130.41.0/24,45760
202.130.42.0/24,45760
202.131.96.0/24,17625
202.131.97.0/24,17625
202.131.98.0/24,17625
202.131.99.0/24,17625
202.131.100.0/24,17625
202.131.101.0/24,17625
202.131.102.0/24,17625
202.131.103.0/24,17625
202.131.104.0/24,17625
202.131.105.0/24,17625
202.131.106.0/24,17625
202.131.107.0/24,17625
202.131.108.0/24,17625
202.131.109.0/24,17625
202.131.110.0/24,17625
202.131.111.0/24,17625
202.131.112.0/24,17625
202.131.113.0/24,17625
202.131.114.0/24,17625
202.131.115.0/24,17625
202.131.116.0/24,17625
202.131.117.0/24,17625
202.131.118.0/24,17625
202.131.119.0/24,17625
202.131.120.0/24,17625
202.131.121.0/24,17625
202.131.122.0/24,17625
202.131.123.0/24,17625
202.131.124.0/24,17625
202.131.125.0/24,17625
202.131.126.0/24,17625
202.131.127.0/24,17423
202.131.128.0/24,45769
202.131.129.0/24,45769
202.131.132.0/23,45769
202.131.132.0/24,45769
202.131.133.0/24,45769
202.131.134.0/23,45769
202.131.134.0/24,45769
202.131.135.0/24,45769
202.131.136.0/23,45769
202.131.136.0/24,45769
202.131.137.0/24,45769
202.131.138.0/24,45769
202.131.140.0/24,45769
202.131.141.0/24,45769
202.131.142.0/23,45769
202.131.142.0/24,45769
202.131.143.0/24,45769
202.131.144.0/24,45769
202.131.145.0/24,45769
202.131.146.0/24,45769
202.131.147.0/24,45769
202.131.148.0/23,45769
202.131.148.0/24,45769
202.131.149.0/24,45769
202.131.150.0/23,45769
202.131.150.0/24,45769
202.131.151.0/24,45769
202.131.152.0/24,45769
202.131.153.0/24,45769
202.131.154.0/24,45769
202.131.155.0/24,45769
202.131.156.0/24,45769
202.131.157.0/24,45769
202.131.158.0/24,45769
202.131.159.0/24,17443
202.133.48.0/24,17754
202.133.49.0/24,17754
202.133.50.0/24,17754
202.133.51.0/24,17754
202.133.52.0/24,17754
202.133.53.0/24,17754
202.133.54.0/24,17754
202.133.55.0/24,17754
202.133.56.0/24,17754
202.133.57.0/24,17754
202.133.58.0/24,17754
202.133.59.0/24,17754
202.133.60.0/24,17754
202.133.61.0/24,17754
202.133.62.0/24,17754
202.133.63.0/24,17754
202.133.72.0/22,134940
202.134.52.0/24,45955
202.134.59.0/24,38810
202.134.151.0/24,18196
202.134.154.0/24,18196
202.134.155.0/24,18196
202.134.157.0/24,18196
202.134.160.0/24,18196
202.134.161.0/24,18196
202.134.163.0/24,18196
202.134.165.0/24,18196
202.134.169.0/24,18196
202.134.172.0/24,18196
202.134.176.0/24,18196
202.134.177.0/24,18196
202.134.178.0/24,18196
202.134.180.0/24,18196
202.134.182.0/24,18196
202.134.183.0/24,18196
202.134.184.0/24,18196
202.134.185.0/24,18196
202.134.186.0/24,18196
202.134.190.0/24,18196
202.134.191.0/24,18196
202.134.192.0/24,17648
202.134.193.0/24,17648
202.134.194.0/24,17648
202.134.195.0/24,17648
202.134.196.0/24,17648
202.134.197.0/24,17648
202.134.198.0/24,17648
202.134.199.0/24,17648
202.134.200.0/24,17648
202.134.201.0/24,17648
202.134.202.0/24,17648
202.134.203.0/24,17648
202.134.204.0/24,17648
202.134.205.0/24,17648
202.134.206.0/24,17648
202.134.207.0/24,17648
202.136.68.0/24,132770
202.136.69.0/24,132770
202.136.70.0/24,132770
202.136.71.0/24,132770
202.136.84.0/24,59165
202.136.85.0/24,59165
202.136.86.0/24,59165
202.136.87.0/24,59165
202.137.208.0/24,137125
202.137.209.0/24,137125
202.137.210.0/24,137125
202.137.211.0/24,137125
202.137.212.0/24,137125
202.137.213.0/24,137125
202.137.214.0/24,137125
202.137.215.0/24,137125
202.137.216.0/24,137125
202.137.217.0/24,137125
202.137.218.0/24,137125
202.137.219.0/24,137125
202.137.220.0/24,137125
202.137.221.0/24,137125
202.137.222.0/24,137125
202.137.223.0/24,137125
202.137.228.0/23,131256
202.137.228.0/24,131256
202.137.229.0/24,131256
202.137.232.0/21,38224
202.137.234.0/24,38224
202.137.235.0/24,38224
202.137.236.0/24,38224
202.137.237.0/24,38224
202.137.238.0/24,38224
202.137.250.0/24,38241
202.137.251.0/24,38241
202.137.252.0/23,138773
202.137.254.0/23,134032
202.140.32.0/24,45769
202.140.33.0/24,45769
202.140.34.0/24,45769
202.140.35.0/24,45769
202.140.36.0/23,45769
202.140.36.0/24,45769
202.140.37.0/24,45769
202.140.38.0/24,45769
202.140.39.0/24,45769
202.140.40.0/24,45769
202.140.41.0/24,45769
202.140.42.0/23,45769
202.140.42.0/24,45769
202.140.43.0/24,45769
202.140.44.0/24,45769
202.140.45.0/24,45769
202.140.46.0/23,45769
202.140.46.0/24,45769
202.140.47.0/24,45769
202.140.48.0/24,45769
202.140.49.0/24,45769
202.140.50.0/24,45769
202.140.51.0/24,45769
202.140.52.0/24,45769
202.140.53.0/24,45769
202.140.54.0/24,45769
202.140.55.0/24,45769
202.140.58.0/24,45769
202.140.59.0/24,45769
202.140.60.0/24,45769
202.140.61.0/24,45769
202.140.62.0/24,45769
202.140.63.0/24,45769
202.140.128.0/22,24186
202.140.128.0/24,24186
202.140.129.0/24,24186
202.140.130.0/24,24186
202.140.131.0/24,24186
202.140.136.0/24,18229
202.140.137.0/24,18229
202.141.1.0/24,2697
202.141.2.0/24,2697
202.141.3.0/24,2697
202.141.4.0/24,2697
202.141.5.0/24,2697
202.141.6.0/24,2697
202.141.7.0/24,2697
202.141.8.0/24,2697
202.141.10.0/24,2697
202.141.12.0/24,2697
202.141.14.0/24,2697
202.141.15.0/24,2697
202.141.17.0/24,2697
202.141.18.0/24,2697
202.141.19.0/24,2697
202.141.20.0/24,2697
202.141.21.0/24,2697
202.141.22.0/24,2697
202.141.23.0/24,2697
202.141.27.0/24,2697
202.141.30.0/24,2697
202.141.36.0/24,2697
202.141.37.0/24,2697
202.141.38.0/24,2697
202.141.46.0/24,2697
202.141.47.0/24,2697
202.141.48.0/24,2697
202.141.51.0/24,2697
202.141.52.0/24,2697
202.141.53.0/24,2697
202.141.54.0/24,2697
202.141.55.0/24,2697
202.141.56.0/24,2697
202.141.57.0/24,2697
202.141.58.0/24,2697
202.141.64.0/24,2697
202.141.67.0/24,2697
202.141.70.0/24,2697
202.141.78.0/24,2697
202.141.82.0/24,2697
202.141.83.0/24,2697
202.141.85.0/24,2697
202.141.88.0/24,2697
202.141.89.0/24,2697
202.141.90.0/24,2697
202.141.91.0/24,2697
202.141.94.0/24,2697
202.141.96.0/24,2697
202.141.97.0/24,2697
202.141.98.0/24,2697
202.141.100.0/24,2697
202.141.102.0/24,2697
202.141.110.0/24,2697
202.141.115.0/24,2697
202.141.116.0/24,2697
202.141.117.0/24,2697
202.141.118.0/24,2697
202.141.120.0/24,2697
202.141.122.0/24,2697
202.141.124.0/24,2697
202.141.127.0/24,2697
202.141.129.0/24,2697
202.141.130.0/24,2697
202.141.133.0/24,2697
202.141.136.0/24,2697
202.141.137.0/24,2697
202.141.138.0/24,2697
202.141.140.0/24,2697
202.141.141.0/24,2697
202.141.156.0/24,2697
202.142.64.0/24,132115
202.142.65.0/24,132115
